diseases,molecules,sources
"[""solid tumors"", ""Alzheimer's disease""]","[""polybrominated phenols"", ""polybrominated phenoxyphenols""]",[]
"[""cancer"", ""atherosclerotic plaque""]",[],"[""sponge""]"
[],[],[]
[],"[""stichoposide C"", ""rhizochalin""]",[]
"[""disorders of water and energy balance""]","[""marine-derived secondary metabolites""]","[""plant""]"
"[""cancer""]","[""polyketide""]","[""plant"", ""marine bacteria"", ""alga"", ""fungus"", ""invertebrates"", ""vertebrates""]"
"[""breast cancer""]","[""diarylheptanoids""]",[]
"[""heat shock protein 27"", ""heat shock protein 70"", ""heat shock factor 1""]","[""alkaloid""]","[""plant""]"
"[""osteoporosis""]","[""diterpenoids""]","[""marine sponge"", ""plant""]"
[],"[""meroterpenoids"", ""polyketide-terpenoids"", ""nonribosomal peptide-terpenoids"", ""terpenoid alkaloids""]","[""plant""]"
[],"[""polyketide""]","[""plant""]"
[],[],"[""bacteria"", ""cyanobacterium""]"
"[""NF-kappa B"", ""TNF-alpha""]",[],[]
[],[],[]
[],"[""phorboxazoles""]",[]
"[""breast cancer"", ""B-lineage ALL"", ""brain tumor"", ""glioblastoma""]","[""acetogenins""]",[]
"[""Trypanosoma cruzi""]",[],"[""plant""]"
[],"[""polyketide""] (implied by Actinobacteria, a class of bacteria known to produce polyketides)",[]
"[""antimicrobial diseases"", ""cancer""]","[""anthraquinones"", ""flavonoids""]","[""bacteria"", ""sponge""]"
[],[],"[""fungus"", ""plant""]"
[],[],"[""microbes"", ""plants"", ""animals""]"
"[""diabetes""]","[""terpenoids""]","[""plant""]"
[],"[""flavonolignans""]",[]
"[""cancer"", ""melanoma""]","[""polyketide""]","[""plant""]"
[],[],"[""bacteria"", ""sponge""]"
"[""cancer"", ""infectious diseases""]","[""flavanone"", ""dihydroflavanol""]","[""plant""]"
"[""breast cancer"", ""plasmodium falciparum malaria""]","[""alkaloids""]","[""plant""]"
[],[],"[""plant""]"
"[""neurodegenerative diseases"", ""neuroprotection""]",[],[]
"[""heart diseases"", ""myocardial ischemia/reperfusion injury""]","[""flavonoid""]","[""plant""]"
"[""Alzheimer's disease""]",[],"[""plant""]"
[],"[""phenolic compounds""]",[]
"[""Alzheimer's disease"", ""dementia""]","[""polyacetylenic"", ""coumarin""]","[""plant""]"
"[""Alzheimer's disease""]",[],"[""plant""]"
"[""cancer""]","[""diterpenoids""]",[]
"[""tumor"", ""cancer""]","[""polyketide""]","[""plant""]"
"[""cancer""]",[],"[""plant"", ""microbes"", ""fungi""]"
"[""cancer""]","[""polyketide""]",[]
"[""antimicrobial infections""]","[""polyketide""]","[""bacteria"", ""marine prokaryotes""]"
"[""multidrug-resistant microbial pathogens""]",[],"[""microbial pathogens"", ""microorganisms"", ""actinomycetes"", ""fungi"", ""microbial strains""]"
"[""cancer""]",[],[]
[],"[""alkaloid"", ""benzylisoquinoline alkaloid"", ""aporphine alkaloid""]",[]
"[""malaria""]","[""phenalen-2(4H)-one""]","[""plant""]"
[],[],[]
[],"[""cyclic heptapeptides""]","[""bacteria"", ""animal""]"
"[""tuberculosis""]",[],"[""bacteria""]"
[],"[""polyketide""]",[]
"[""multi-drug resistance"", ""infections"", ""antibiotics""]","[""diterpenes""]","[""bacteria"", ""actinomycetes""]"
"[""osteoporosis""]",[],"[""fungus""]"
"[""parasitic nematode infections"", ""nematode diseases""]",[],"[""bacteria"", ""marine bacteria""]"
"[""cystic fibrosis"", ""Staphylococcus aureus infection"", ""Pseudomonas aeruginosa infection""]","[""sesquiterpenes"", ""benzoxazinoids""]","[""bacteria""]"
"[""SARS-CoV-2""]",[],[]
[],[],"[""bacteria"", ""cyanobacteria""]"
"[""multiple myeloma""]","[""stilbenes"", ""dihydrostilbenes"", ""phenanthrenes"", ""macrocyclic lactones""]",[]
"[""tuberculosis"", ""cancer""]",[],"[""plant""]"
"[""Alzheimer's disease"", ""neurodegenerative diseases""]","[""diterpenoid""]","[""plant""]"
[],[],[]
"[""osteoporosis""]","[""alkaloid""]","[""plant""]"
[],"[""alkaloid""]",[]
"[""cervical cancer""]","[""isoflavan hydroquinones"", ""isoflavan quinones""]","[""sponge""]"
"[""malaria"", ""sleeping sickness"", ""leishmaniasis""]",[],"[""plant""]"
"[""gastric cancer""]",[],[]
"[""drug""]",[],[]
[],"[""alkaloid"", ""coumarin"", ""neolignan"", ""norlignan""]",[]
"[""malaria""]","[""carbazole""]","[""plant""]"
[],[],"[""plant""]"
[],[],[]
"[""cannabinoid-related diseases""]",[],[]
[],[],[]
"[""inflammatory response""]",[],"[""plant""]"
[],[],[]
[],"[""polyketide""]","[""bacteria"", ""coral""]"
[],[],[]
[],"[""beta-carbolines"", ""carbazoles""]","[""microbes""]"
[],[],[]
[],[],[]
"[""COVID-19""]","[""glycosylated iminosugars""]","[""plant"", ""plant"", ""plant""]"
[],"[""alkylphthalides""]",[]
"[""endothelial cell proliferation"", ""endothelial diseases""]",[],"[""plant""]"
[],"[""polyketide""]",[]
"[""cancer""]","[""sesquiterpenes"", ""sesquiterpene lactones"", ""carotane"", ""humulane"", ""beta-caryophyllene""]","[""bacteria""]"
"[""cancer"", ""inflammation""]","[""nucleotides"", ""dinucleotides"", ""oligonucleotides"", ""heterocyclic systems"", ""natural products"", ""diketo acids"", ""sulfones""]","[""plant""]"
"[""HIV/AIDS""]","[""thiopeptide"", ""polyketide""]",[]
"[""Gram-positive bacterial infections""]",[],"[""bacteria"", ""plant""]"
[],[],[]
[],[],[]
[],[],[]
"[""Toxoplasma gondii""]","[""flavonoids"", ""chromones""]",[]
[],[],[]
"[""anxiety"", ""depression"", ""epilepsy""]","[""C-glycosides"", ""bioactive natural products""]","[""plant""]"
"[""bacteria infections"", ""virus infections"", ""tumor metastasis""]",[],[]
"[""stroke"", ""ischemic stroke""]","[""polyphenolic""]","[""microglia"", ""astrocytes"", ""endothelial cells"", ""immune cells"", ""plant""]"
"[""cancer""]","[""alkaloid""]","[""plant""]"
[],"[""lactam""]","[""plant""]"
[],"[""alkaloids""]",[]
"[""cancer"", ""psychotic disorders"", ""erectile dysfunction""]","[""polyketide""]","[""plant""]"
"[""cancer"", ""lung cancer""]","[""polyketide""]","[""bacteria""]"
"[""cancer"", ""angiogenesis""]",[],"[""marine bacteria"", ""plant""]"
"[""cancer"", ""cardiovascular disorders""]",[],"[""plant""]"
[],[],[]
"[""cancer""]","[""quinazoline""]","[""plant""]"
"[""colorectal cancer""]",[],[]
"[""heart failure"", ""cardiovascular disease""]",[],[]
[],"[""nucleotides"", ""oligonucleotides"", ""dinucleotides"", ""heterocyclic systems"", ""natural products"", ""diketo acids"", ""sulfones""]","[""marine"", ""bacteria""]"
"[""HIV/AIDS""]",[],[]
"[""Alzheimer's disease""]","[""steroids"" (stigmasterol, cycloartenol), ""saponins"" (diosgenone)]","[""bacteria"", ""plant""]"
"[""Type 2 Diabetes Mellitus""]","[""polyphenolic""]","[""plant""]"
"[""cancer"", ""diabetes""]","[""polyketide""]","[""plant""]"
[],"[""bis([1,3]dioxolo)pyran-5-carboxamide""]","[""fungus""]"
"[""COVID-19""]","[""ent-diterpenoid""]",[]
"[""esophageal squamous cell carcinoma""]",[],"[""plant""]"
"[""fungal infections"", ""Candida infections""]",[],"[""fungus"", ""plant""]"
"[""tyrosine kinase inhibitors"", ""fibroblast growth factor receptor 4 (FGFR4)""]",[],[]
[],"[]

(Note: There are no natural product classes mentioned in the abstract)","[""bacteria"", ""plant""]"
[],"[""ecdysteroid"", ""cholesterol-derived""]",[]
"[""NGLY1 Deficiency""]","[""flavonoids"", ""polyketide""]",[]
"[""cancer""]","[""azelaic acid"", ""phenylacetyl glycine""]","[""plant""]"
"[""renal cell carcinoma""]","[""biflavones""]","[""urine"", ""plant""]"
"[""Hepatocellular carcinoma""]",[],"[""plant""]"
"[""tuberculosis""]",[],"[""bacteria"", ""actinomycetes""]"
"[""cancer""]",[],"[""plant"", ""bacteria""]"
[],"[""diterpene""]",[]
"[""cancer"", ""infectious diseases""]","[""natural products""]","[""plant""]"
"[""drug targets"", ""medical indications""]","[""polyketide""]","[""natural products"", ""drugs""]"
"[""Staphylococcus aureus"", ""antibiotic resistance""]",[],[]
"[""nasopharyngeal cancer"", ""Staphylococcus aureus"", ""Escherichia coli""]","[""alkaloids"", ""flavonoids"", ""terpenoids"", ""phenolic acids""]","[""plant""]"
"[""cancer"", ""microbial infections""]",[],"[""plant""]"
"[""cancer""]","[""aspulvinones"", ""butyrolactone"", ""terrein""]","[""plant""]"
"[""inflammatory disease""]","[""flavonoids""]","[""fungus"", ""alga""]"
"[""type 2 diabetes""]","[""polyphenolic""]","[""plant""]"
"[""cancer""]",[],"[""plant""]"
[],[],[]
[],[],[]
"[""antibiotics""]",[],[]
"[""Chikungunya virus"", ""infectious disease""]",[],"[""virus"", ""natural products""]"
"[""Alzheimer's disease""]","[""alkaloids""]","[""plant""]"
"[""cancer""]",[],[]
"[""Type 2 Diabetes Mellitus""]","[""phenylpropanoids""]",[]
"[""malignancy""]","[""alkaloid""]","[""plant""]"
[],[],[]
[],[],[]
[],[],[]
[],"[""alkaloids"", ""antibiotics""]","[""plant""]"
"[""cancer"", ""inflammatory diseases"", ""allergies"", ""autoimmune diseases"", ""infections""]","[""polyketide""]","[""bacteria""]"
[],[],"[""bacteria"", ""plant""]"
[],"[""polyketide"", ""flavonoid"", ""chromone"", ""xanthone""]","[""bacteria"", ""plant""]"
"[""Staphylococcus aureus"", ""methicillin-resistant S. aureus""]",[],"[""fungus"", ""bacteria""]"
[],"[""diterpene""]","[""bacteria""]"
"[""cancer""]","[""nonribosomal peptide""]","[""plant""]"
[],[],"[""bacteria""]"
"[""Alzheimer's disease"", ""cancer"", ""inflammatory diseases"", ""diabetes"", ""cardiovascular diseases""]",[],"[""plant""]"
[],"[""polyketide""]","[""plant""]"
"[""Pseudomonas aeruginosa""]","[""furanocembranoid"", ""diterpenes"", ""norditerpenoid""]","[""bacteria"", ""sponge""]"
"[""Leishmaniasis""]",[],"[""octocoral"", ""mammal"", ""Leishmania""]"
"[""opioid use disorder"", ""respiratory depression"", ""constipation""]",[],"[""bacteria"", ""plant""]"
[],"[""homoisoflavanoid""]","[""cyanobacteria""]"
[],[],[]
[],"[""terpenoids""]","[""endophytes"", ""fungi"", ""bacteria"", ""plant""]"
[],"[""triterpenoids""]","[""bacteria""]"
"[""fasciolosis"", ""schistosomiasis""]","[""polyketide""]","[""plant"", ""platyhelminth""]"
"[""Staphylococcus aureus""]","[""phenolic"", ""xanthohumol""]","[""microalgae"", ""bacteria""]"
"[""breast cancer""]","[""ergosteroid""]",[]
"[""cancer"", ""leukemia"", ""liver cancer"", ""candidiasis"", ""bacterial infections""]",[],"[""fungus""]"
"[""cancer""]","[""phenethylamide""]","[""plant""]"
"[""non-small-cell lung cancer""]","[""microbial metabolites"", ""microbial products""]","[""cyanobacterium"", ""plant""]"
[],"[""furostanol saponin""]","[""microbes""]"
"[""cancer"", ""glioblastoma""]",[],"[""plant""]"
[],[],[]
"[""rheumatoid arthritis"", ""cancer""]","[""cyclic tetrapeptides""]",[]
[],[],[]
"[""cancer""]",[],"[""plant""]"
"[""cardiovascular diseases"", ""metabolic diseases""]","[""cyclic peptide"", ""polyketide""]",[]
"[""non-small-cell lung cancer""]",[],"[""cyanobacterium""]"
[],"[""flavone"", ""flavonoid"", ""phenol"", ""terpene""]",[]
"[""HIV-1"", ""AIDS""]",[],"[""plant""]"
[],"[""flavonoids""]",[]
[],[],"[""plant"", ""bacteria""]"
"[""malaria""]",[],[]
[],[],"[""plant""]"
[],"[""pyrrolidine""]",[]
"[""inflammatory diseases"", ""rheumatoid arthritis""]",[],"[""plant""]"
"[""cancer""]","[""xanthones""]",[]
"[""antibacterial"", ""antiviral"", ""anticancer""]",[],"[""bacteria"", ""plant""]"
[],"[""alkaloid"", ""indole-isoquinoline alkaloid"", ""indole alkaloid""]","[""fungus""]"
"[""cancer""]","[""diterpenoids"", ""lignans"", ""trisnorneoligan""]","[""fungus""]"
"[""cancer""]","[""polyketide""]","[""plant""]"
"[""HIV""]",[],"[""plant""]"
[],"[""glycosyltransferases"", ""naphthols""]",[]
[],[],"[""plant""]"
"[""cancer""]","[""quinoline""]","[""plant""]"
[],"[""alkaloids""]",[]
"[""malaria"", ""diabetes"", ""cancer"", ""cardiac dysfunction"", ""blood clotting related diseases""]","[""lichenochemicals""]","[""plant""]"
"[""cancer""]","[""triterpenoids""]","[""lichen""]"
"[""inflammation""]",[],"[""plant""]"
"[""cancer""]",[],"[""plant""]"
"[""gastric cancer""]","[""diphenyl ethers""]",[]
"[""Alzheimer's disease""]",[],"[""microorganisms"", ""plants""]"
[],[],"[""bacteria"", ""marine microorganisms"", ""actinomycetes""]"
[],[],[]
"[""antibiotics""]",[],[]
"[""melanoma"", ""ovarian cancer""]","[""sesquiterpenoid lactones""]","[""ascidian"", ""plant""]"
[],[],[]
[],"[""thiazole"", ""quinoline""]","[""bacteria""]"
"[""Mycobacterial disease"", ""tuberculosis""]",[],[]
[],"[""hexachlorinated peptides"", ""polychlorinated peptides""]","[""sponge"", ""macroalgae"", ""amphipod"", ""echinoderms""]"
"[""Haemonchus contortus""]","[""polyketide""]","[""sponge"", ""marine""]"
[],"[""alkaloids""]",[]
[],"[""quinolone alkaloid"", ""alkaloid""]",[]
"[""SARS-CoV-2""]",[],"[""plant""]"
[],[],[]
"[""neuropharmacology""]",[],[]
"[""MRSA""]",[],[]
"[""pulmonary arterial hypertension""]","[""steroid"", ""alkaloid""]",[]
[],"[""polyketides"", ""nonribosomal peptides""]",[]
[],"[""macrolide""]","[""cyanobacteria"", ""bacteria"", ""plant""]"
"[""SARS-CoV-2""]","[""polyketide"", ""nonribosomal polyketide synthetase""]",[]
"[""MRSA""]","[""alkaloids"", ""cardiotonic glycosides""]","[""bacteria""]"
"[""oncology"", ""inflammation"", ""infectious diseases""]",[],"[""plants"", ""animals""]"
"[""cancers""]","[""beta-Glucogallin"", ""Dihydro Dehydro Coniferyl alcohol""]","[""plant"", ""animal""]"
"[""Staphylococcus aureus infections"", ""antimicrobial resistance""]","[""sesquiterpene lactone""]","[""plant""]"
"[""malaria""]","[""benzoic acid-derived""]","[""plant""]"
"[""neuraminidase inhibitors""]",[],"[""plant""]"
[],"[""polycyclic aromatic hydrocarbons""]",[]
"[""malaria""]",[],"[""marine-derived bacteria"", ""plant""]"
"[""lung cancer""]","[""peptidomimetics"", ""anilides"", ""quinolinecarboxylate"", ""thiophenecarboxylates"", ""natural products""]","[""plant"", ""microorganisms""]"
"[""SARS"", ""SARS-CoV""]",[],"[""coronavirus"", ""natural products""]"
"[""Alzheimer's disease"", ""breast cancer"", ""type 2 diabetes""]","[""chalcone""]",[]
"[""multiple sclerosis"", ""inflammatory bowel disease"", ""organ transplant rejection""]",[],"[""plant""]"
"[""inflammatory agents"", ""cancer""]",[],"[""plant""]"
[],"[""flavonoid""]",[]
"[""pseudorabies virus"", ""cancer"", ""bacterial infections""]","[""alkaloid"", ""flavonoid"", ""terpenoid"", ""polyketide"", ""saponin""]","[""plant"", ""virus""]"
"[""prostate cancer""]",[],"[""plant""]"
[],[],[]
"[""tumors"", ""metabolic disorders"", ""neurodegenerative disorders"", ""pyroptosis""]",[],[]
[],[],[]
[],"[""polyketide""]",[]
"[""anticancer"", ""cancer""]",[],"[""bacteria""]"
"[""colon cancer""]",[],[]
"[""breast cancer""]",[],"[""plant"", ""bacteria"", ""fungus""]"
"[""SARS"", ""severe acute respiratory syndrome""]","[""alkaloids"", ""polyketide""]",[]
[],[],"[""bacteria"", ""yeast"", ""plant""]"
"[""cancer""]",[],"[""plant""]"
[],[],[]
"[""antibacterial"", ""antioxidant"", ""antidiabetic"", ""cancer""]","[""phenolic monoterpene""]","[""plant"", ""bacteria""]"
"[""inflammatory diseases""]",[],[]
[],"[""terpene""]",[]
"[""Alzheimer's disease""]","[""phenolic""]","[""plant""]"
"[""COVID-19""]","[""steroids""]","[""plant"", ""virus""]"
"[""inflammatory diseases""]","[""flavonoid"", ""alkaloid"", ""phenolic""]",[]
"[""Alzheimer's disease""] is not mentioned, but the following diseases are not mentioned either. However, the following diseases are not mentioned either.",[],"[""plant""]"
"[""disease phenotypes""]",[],"[""plant""]"
"[""antibiotic-related diseases"" is too broad, so I'll exclude it] 

[]","[""flavonoid""]","[""bacteria"", ""actinomycetes""]"
"[""COVID-19""]",[],[]
[],"[""terpenoids"", ""alkaloids"", ""polyketides"", ""non-ribosomal peptides""]",[]
"[""anticancer"", ""anti-inflammatory"", ""immunosuppressive""]","[""natural products""]","[""fungus""]"
"[""substance use disorder""]","[""polyketide"", ""isoquinoline alkaloid""]","[""plant""]"
"[""bacterial infections""]","[""naphthopyrone""]","[""fungus""]"
"[""MRSA"", ""Staphylococcus aureus""]","[""flavonoids""]","[""fungus"", ""bacteria""]"
"[""Xanthomonas oryzae"", ""Rhizoctonia solani"", ""Colletotrichum orbiculare""]","[""triterpene glycosides""]","[""plant"", ""fungus"", ""bacteria""]"
[],"[""alkaloids"", ""taxol analogs""]","[""alga""]"
"[""cancer""]",[],"[""plant""]"
"[""cancer""]","[""flavones"", ""flavonols"", ""flavanones"", ""dihydroflavonols"", ""isoflavonoids""]","[""plant""]"
"[""cancer""]","[""phenolic compounds""]","[""plant""]"
"[""cancer""]","[""terpenoids""]","[""plant""]"
[],"[""steroids"", ""non-steroidal anti-inflammatory drugs (NSAIDs)""]","[""bacteria"", ""fungus""]"
"[""inflammatory disorders""]",[],"[""bacteria"", ""plant"", ""animal""]"
"[""tumor"", ""cancer""]","[""flavonoid""]","[""plant"", ""fungus""]"
"[""malaria""]",[],"[""plant""]"
"[""hypertension""]","[""polyketide"", ""angucycline""]","[""plant""]"
[],[],"[""bacteria"", ""plant""]"
"[""infectious diseases""]",[],"[""plant""]"
[],"[""flavonoid""]","[""bacteria""]"
"[""COVID-19""]",[],"[""plant""]"
"[""aging"", ""age-related diseases""]",[],"[""animal"", ""bacteria""]"
"[""antibacterial activity"", ""antibiotics""]",[],"[""bacteria""]"
"[""bacterial infections""]","[""diterpenoid""]","[""bacteria""]"
"[""Staphylococcus aureus"", ""Escherichia coli""]","[""indolosesquiterpenes""]","[""plant"", ""bacteria""]"
[],"[""diterpenes""]","[""fungus""]"
"[""Leishmaniasis""]",[],"[""sponge""]"
"[""gastric cancer"", ""colon cancer"", ""breast cancer""]","[""flavonoids"", ""alkaloids"", ""terpenoids"", ""steroids"", ""coumarins"", ""lignans""]",[]
[],"[""polyene macrolactams""]","[""plant""]"
"[""Trypanosoma brucei"", ""human African trypanosomiasis""]",[],"[""bacteria"", ""marine actinobacterium"", ""bacteria"", ""bacteria""]"
[],[],[]
"[""cancer""]","[""Cinchona alkaloids""]","[""plant""]"
"[""bacterial infections""]",[],"[""bacteria""]"
[],[],"[""fungus"", ""plant""]"
[],"[""beta-carboline""]","[""marine organisms""]"
"[""tobacco mosaic virus"", ""insecticidal activity against Plutella xylostella"", ""insecticidal activity against Culex pipiens pallens"", ""fungicidal activity""] 

However, I will exclude the last three as they are not clinically recognized disease entities. 

[""tobacco mosaic virus""]",[],"[""plant""]"
"[""diseases""]",[],"[""plant""]"
[],[],[]
"[""Bromodomain-associated diseases"", ""Plasmodium falciparum malaria""]","[""coumarins"", ""cyclothialidines""]",[]
"[""bacterial infections""]","[""alkaloid"", ""flavonoid"", ""polyketide"", ""terpenoid""]","[""bacteria""]"
"[""Plasmodium falciparum malaria"", ""Trypanosoma brucei brucei"", ""cervical carcinoma""]","[""flavonoids"", ""terpenoids"", ""polyphenols"", ""saponins"", ""tannins"", ""alkaloids"", ""anthraquinones""]","[""plant""]"
"[""inflammatory diseases"", ""skin inflammation"", ""liver inflammation"", ""cardiovascular inflammation"", ""joint inflammation"", ""gastrointestinal inflammation"", ""neurological inflammation"", ""lung inflammation""]","[""sesquiterpene lactones"", ""profen""]","[""plant""]"
"[""inflammatory activity"", ""cyclooxygenase-2""]",[],"[""plant""]"
"[""late-stage diversification of natural products"", ""drug analogs""]",[],[]
[],"[""organosulfur compounds""]",[]
"[""T-lymphoblastic leukemia""]","[""carbazole"", ""thiazoles"", ""quinoline"", ""chalcones"", ""stilbene"", ""coumarin""]","[""plant""]"
"[""Alzheimer's disease""]",[],[]
[],[],[]
[],[],[]
[],"[""flavonoid""]","[""plant""]"
[],[],[]
[],"[""alkaloids""]",[]
"[""tuberculosis""]",[],[]
[],"[""polyketide""]","[""fungus""]"
"[""bacterial antibiotic resistance"", ""cancer"", ""obesity"", ""chronic diseases"", ""Aspergillus fumigatus"", ""Staphylococcus aureus"", ""HepG2"", ""Trypanosoma cruzi"", ""melanoma"", ""colon cancer"", ""breast cancer"", ""pancreatic cancer""]","[""polyketide""]","[""bacteria"", ""sponge"", ""fungus""]"
